age,balance,campaign,contact,day,default,deposit,duration,education,housing,job,loan,marital,month,pdays,poutcome,previous
37,2722,2,telephone,27,no,yes,426,secondary,no,unemployed,no,single,apr,179,other,3
26,1438,1,cellular,27,no,yes,321,tertiary,no,management,no,single,apr,449,other,1
54,140,2,telephone,27,no,yes,473,unknown,no,admin.,no,married,apr,182,failure,2
30,915,1,unknown,27,no,yes,370,secondary,yes,admin.,no,single,apr,-1,unknown,0
61,1058,3,cellular,27,no,yes,159,secondary,no,retired,no,married,apr,-1,unknown,0
69,0,2,cellular,28,no,yes,184,secondary,no,retired,no,married,apr,126,other,2
76,4984,1,telephone,28,no,yes,403,unknown,no,self-employed,no,married,apr,182,success,1
30,697,2,cellular,28,no,yes,545,tertiary,no,management,no,single,apr,181,success,8
64,4787,1,cellular,28,no,yes,392,secondary,no,retired,no,married,apr,182,success,1
55,962,1,cellular,28,no,yes,623,secondary,yes,housemaid,no,married,apr,181,success,3
55,1320,2,cellular,28,no,yes,387,tertiary,no,technician,no,married,apr,-1,unknown,0
29,2955,2,cellular,29,no,yes,226,tertiary,no,management,no,single,apr,-1,unknown,0
41,0,1,cellular,29,no,yes,882,tertiary,no,unemployed,no,married,apr,181,success,3
63,12067,1,telephone,29,no,yes,660,primary,no,retired,no,married,apr,191,failure,1
45,3006,2,cellular,29,no,yes,388,secondary,no,admin.,no,married,apr,-1,unknown,0
32,388,3,cellular,29,no,yes,250,tertiary,no,technician,no,single,apr,-1,unknown,0
41,0,3,telephone,29,no,yes,395,tertiary,yes,self-employed,no,married,apr,426,other,1
37,565,1,cellular,29,no,yes,449,secondary,no,management,no,married,apr,398,success,1
19,329,1,cellular,30,no,yes,169,secondary,no,student,no,single,apr,190,success,2
61,4243,1,cellular,30,no,yes,315,secondary,no,retired,no,divorced,apr,182,success,2
40,72,1,cellular,30,no,yes,463,tertiary,no,unemployed,no,single,apr,-1,unknown,0
30,4328,3,cellular,30,no,yes,262,tertiary,no,management,no,married,apr,189,other,11
54,395,1,cellular,30,no,yes,183,tertiary,no,technician,no,married,apr,183,success,2
49,0,1,cellular,30,no,yes,551,secondary,no,admin.,no,married,apr,-1,unknown,0
45,205,1,cellular,4,no,yes,552,secondary,no,admin.,no,married,may,90,success,2
48,1730,1,cellular,4,no,yes,361,secondary,yes,blue-collar,no,married,may,89,success,3
60,5,1,cellular,4,no,yes,494,primary,no,blue-collar,no,married,may,95,success,2
34,1965,1,telephone,4,no,yes,714,secondary,no,unemployed,no,single,may,-1,unknown,0
29,19,1,cellular,4,no,yes,268,tertiary,no,housemaid,no,single,may,88,success,4
77,7802,1,telephone,4,no,yes,421,tertiary,no,retired,no,married,may,92,success,2
64,2352,2,cellular,4,no,yes,153,unknown,no,management,no,married,may,182,success,11
80,155,1,telephone,4,no,yes,209,primary,no,retired,no,married,may,53,success,3
26,401,2,cellular,5,no,yes,188,tertiary,no,technician,no,single,may,-1,unknown,0
33,79,1,cellular,5,no,yes,389,tertiary,yes,admin.,no,married,may,195,success,4
41,1646,1,cellular,5,no,yes,258,tertiary,yes,technician,no,single,may,90,success,7
28,437,1,cellular,5,no,yes,338,tertiary,no,management,no,single,may,-1,unknown,0
74,935,1,cellular,5,no,yes,226,secondary,no,retired,no,married,may,99,failure,2
29,2929,1,cellular,5,no,yes,232,unknown,no,student,no,single,may,89,other,4
72,2304,4,telephone,5,no,yes,510,primary,no,retired,no,married,may,-1,unknown,0
18,348,4,cellular,5,no,yes,443,unknown,no,student,no,single,may,-1,unknown,0
46,640,1,cellular,6,no,yes,246,secondary,yes,blue-collar,no,married,may,55,success,5
37,88,1,cellular,6,no,yes,195,tertiary,no,technician,no,married,may,90,other,3
37,2283,2,cellular,6,no,yes,243,tertiary,no,management,no,married,may,98,failure,2
32,473,3,cellular,7,no,yes,292,secondary,no,technician,yes,married,may,-1,unknown,0
51,0,2,cellular,7,no,yes,662,tertiary,no,technician,no,married,may,66,success,2
77,397,3,telephone,7,no,yes,300,unknown,no,unknown,no,married,may,-1,unknown,0
35,62,2,cellular,7,no,yes,226,tertiary,no,management,no,married,may,88,success,4
53,3634,4,cellular,7,no,yes,211,tertiary,no,management,no,married,may,88,success,8
46,273,6,cellular,10,no,yes,583,tertiary,yes,management,no,married,may,53,success,6
78,3417,1,cellular,12,no,yes,309,secondary,no,retired,no,divorced,may,181,success,1
34,133,2,cellular,12,no,yes,171,secondary,no,technician,no,married,may,181,success,3
54,1624,3,cellular,12,no,yes,166,tertiary,no,management,no,married,may,182,success,10
33,386,1,cellular,12,no,yes,317,secondary,no,services,no,married,may,181,success,5
23,2530,1,cellular,12,no,yes,411,unknown,no,student,no,single,may,-1,unknown,0
34,2838,3,cellular,13,no,yes,620,tertiary,yes,technician,no,single,may,-1,unknown,0
32,1026,1,cellular,13,no,yes,289,secondary,yes,unemployed,no,single,may,-1,unknown,0
54,2206,1,cellular,13,no,yes,260,secondary,no,unknown,no,married,may,91,success,4
40,260,1,cellular,13,no,yes,306,secondary,yes,admin.,no,married,may,181,success,5
63,0,1,cellular,13,no,yes,263,tertiary,no,retired,no,divorced,may,181,success,2
37,2987,1,cellular,13,no,yes,216,tertiary,yes,management,no,married,may,87,success,10
48,1230,2,cellular,13,no,yes,328,secondary,yes,blue-collar,no,married,may,182,success,3
28,2335,1,cellular,13,no,yes,624,secondary,no,technician,no,single,may,-1,unknown,0
35,8000,1,cellular,13,no,yes,331,tertiary,no,management,no,married,may,90,success,3
29,-27,1,cellular,13,no,yes,270,tertiary,no,management,no,single,may,-1,unknown,0
68,1146,1,cellular,13,no,yes,356,secondary,no,retired,no,married,may,71,success,5
53,1004,1,cellular,13,no,yes,393,secondary,no,blue-collar,no,single,may,84,other,1
37,197,1,cellular,13,no,yes,234,tertiary,no,technician,no,single,may,87,success,3
58,169,3,cellular,13,no,yes,336,secondary,no,admin.,no,married,may,87,success,5
37,393,3,cellular,14,no,yes,567,tertiary,yes,management,no,married,may,275,failure,4
37,29,2,cellular,14,no,yes,404,tertiary,no,admin.,no,married,may,183,other,2
34,920,3,cellular,14,no,yes,526,secondary,no,admin.,no,married,may,179,success,3
50,3608,8,cellular,14,no,yes,196,secondary,yes,admin.,no,married,may,182,success,4
56,870,1,cellular,14,no,yes,220,primary,no,management,no,married,may,179,success,1
57,9367,4,cellular,14,no,yes,700,primary,no,retired,no,married,may,92,success,7
29,1374,2,cellular,14,no,yes,1205,primary,no,unemployed,no,single,may,178,success,7
75,6027,1,cellular,14,no,yes,809,tertiary,no,retired,no,married,may,179,success,4
24,1,5,cellular,14,no,yes,396,tertiary,no,management,no,single,may,-1,unknown,0
46,349,4,cellular,14,no,yes,466,tertiary,no,management,no,married,may,88,success,3
27,39,1,cellular,17,no,yes,379,tertiary,no,student,no,single,may,258,other,10
52,583,1,cellular,17,no,yes,376,tertiary,no,management,no,married,may,181,success,3
38,1276,2,cellular,17,no,yes,272,tertiary,no,management,no,married,may,182,success,3
33,2364,1,cellular,17,no,yes,508,tertiary,no,management,no,single,may,-1,unknown,0
53,53,1,cellular,18,no,yes,387,secondary,yes,admin.,no,married,may,-1,unknown,0
64,1612,1,cellular,18,no,yes,336,secondary,no,retired,no,married,may,89,failure,5
84,639,3,telephone,18,no,yes,353,primary,no,retired,no,divorced,may,-1,unknown,0
62,3114,2,cellular,18,no,yes,243,secondary,no,retired,no,married,may,186,success,1
41,1,2,telephone,18,no,yes,327,tertiary,yes,admin.,no,married,may,361,failure,3
29,1070,1,unknown,19,no,yes,30,secondary,yes,admin.,no,single,may,357,other,1
53,195,1,cellular,19,no,yes,472,secondary,yes,technician,no,married,may,90,success,6
30,3144,2,cellular,19,no,yes,212,secondary,no,technician,no,single,may,-1,unknown,0
37,3236,2,cellular,20,no,yes,291,tertiary,no,management,no,married,may,202,other,5
78,3208,3,telephone,20,no,yes,351,unknown,no,retired,no,married,may,-1,unknown,0
47,1568,3,cellular,21,no,yes,226,secondary,yes,blue-collar,no,married,may,91,success,8
61,1191,4,cellular,21,no,yes,214,secondary,no,technician,no,married,may,-1,unknown,0
46,706,1,cellular,21,no,yes,588,secondary,no,self-employed,no,married,may,386,failure,3
31,2616,1,cellular,21,no,yes,374,secondary,no,unemployed,no,single,may,185,other,2
21,215,1,cellular,24,no,yes,382,secondary,no,student,no,single,may,89,success,7
71,3230,2,cellular,24,no,yes,341,primary,no,retired,no,married,may,133,failure,3
52,726,1,cellular,24,no,yes,699,secondary,yes,admin.,no,single,may,378,failure,9
25,3713,2,cellular,24,no,yes,323,secondary,no,student,no,single,may,353,other,3
60,0,4,cellular,25,no,yes,641,secondary,no,technician,no,married,may,-1,unknown,0
30,265,1,cellular,25,no,yes,681,secondary,yes,admin.,no,single,may,181,success,2
29,70,1,cellular,25,no,yes,393,tertiary,no,unemployed,no,single,may,-1,unknown,0
52,388,1,cellular,25,no,yes,272,tertiary,no,management,no,married,may,-1,unknown,0
59,1727,4,telephone,25,no,yes,500,primary,no,management,no,married,may,358,failure,2
38,205,1,cellular,26,no,yes,332,secondary,no,technician,no,married,may,-1,unknown,0
33,2881,1,cellular,26,no,yes,289,secondary,no,services,no,single,may,328,success,1
31,846,3,cellular,26,no,yes,405,secondary,no,technician,no,single,may,205,failure,2
40,2266,3,cellular,26,no,yes,175,secondary,no,technician,no,married,may,89,other,7
28,742,1,cellular,26,no,yes,236,secondary,no,technician,no,married,may,-1,unknown,0
66,2149,2,cellular,26,no,yes,135,unknown,yes,management,no,married,may,90,success,11
32,344,2,cellular,26,no,yes,530,secondary,no,admin.,no,single,may,-1,unknown,0
67,1430,2,telephone,26,no,yes,283,primary,no,retired,no,married,may,135,success,5
39,265,1,unknown,27,no,yes,93,secondary,yes,unemployed,no,divorced,may,555,other,2
46,38,3,cellular,27,no,yes,181,secondary,no,housemaid,no,married,may,183,success,1
54,3538,1,cellular,27,no,yes,820,secondary,no,retired,no,married,may,-1,unknown,0
47,973,1,cellular,27,no,yes,489,unknown,no,services,no,divorced,may,479,failure,1
45,1831,2,cellular,27,no,yes,275,secondary,no,technician,no,married,may,-1,unknown,0
63,641,2,cellular,27,no,yes,417,secondary,no,blue-collar,no,married,may,-1,unknown,0
60,1047,3,cellular,27,no,yes,173,secondary,no,unemployed,no,married,may,279,success,4
29,8103,3,cellular,28,no,yes,473,tertiary,no,management,no,married,may,-1,unknown,0
33,523,1,unknown,28,no,yes,86,unknown,yes,services,no,single,may,-1,unknown,0
48,0,5,cellular,28,no,yes,270,secondary,no,housemaid,no,married,may,-1,unknown,0
26,515,1,cellular,31,no,yes,775,tertiary,no,technician,no,single,may,-1,unknown,0
55,8304,1,cellular,1,no,yes,201,secondary,no,admin.,no,married,jun,-1,unknown,0
36,1368,1,cellular,1,no,yes,516,secondary,no,technician,no,married,jun,292,failure,5
33,272,1,cellular,1,no,yes,326,tertiary,yes,admin.,no,single,jun,237,failure,2
28,-46,2,cellular,1,no,yes,154,secondary,yes,blue-collar,no,single,jun,91,success,12
28,168,3,cellular,1,no,yes,347,secondary,no,services,no,single,jun,140,success,2
31,515,5,cellular,1,no,yes,296,tertiary,no,management,no,single,jun,-1,unknown,0
28,223,1,cellular,1,no,yes,303,tertiary,yes,management,no,single,jun,278,success,3
49,228,1,cellular,2,no,yes,407,tertiary,yes,admin.,no,single,jun,92,success,1
27,644,1,cellular,2,no,yes,657,tertiary,no,blue-collar,no,single,jun,182,success,1
28,330,2,cellular,2,no,yes,226,secondary,no,admin.,no,married,jun,182,success,4
65,952,1,cellular,2,no,yes,310,secondary,no,admin.,no,married,jun,-1,unknown,0
30,1165,2,cellular,4,no,yes,204,secondary,no,technician,no,single,jun,183,success,3
38,0,1,cellular,8,no,yes,187,secondary,yes,admin.,no,married,jun,181,success,2
36,2823,1,cellular,8,no,yes,215,secondary,yes,technician,no,divorced,jun,371,failure,6
63,1490,1,cellular,8,no,yes,506,secondary,no,retired,no,divorced,jun,-1,unknown,0
63,48,1,cellular,9,no,yes,251,primary,no,retired,no,married,jun,-1,unknown,0
28,187,1,cellular,9,no,yes,206,tertiary,no,management,no,single,jun,92,success,1
80,8304,1,telephone,9,no,yes,712,secondary,no,retired,no,married,jun,64,failure,12
39,276,2,cellular,9,no,yes,334,secondary,no,blue-collar,no,married,jun,-1,unknown,0
31,147,2,cellular,9,no,yes,163,tertiary,no,management,no,single,jun,92,success,3
39,323,2,cellular,9,no,yes,874,secondary,no,services,no,married,jun,188,failure,6
30,799,1,unknown,13,no,yes,674,secondary,no,blue-collar,no,single,jun,-1,unknown,0
67,2540,5,telephone,14,no,yes,278,unknown,no,retired,no,married,jun,116,other,4
29,322,1,unknown,14,no,yes,434,secondary,no,blue-collar,no,single,jun,96,other,6
36,495,1,cellular,14,no,yes,187,tertiary,no,management,no,married,jun,94,success,9
24,358,1,cellular,14,no,yes,245,unknown,no,student,no,single,jun,384,other,1
30,2371,1,cellular,14,no,yes,661,secondary,no,technician,no,single,jun,384,other,2
21,53,1,cellular,14,no,yes,270,unknown,no,student,no,single,jun,-1,unknown,0
27,861,4,cellular,14,no,yes,212,unknown,no,admin.,no,single,jun,-1,unknown,0
56,602,1,cellular,14,no,yes,458,secondary,no,admin.,no,married,jun,130,success,8
66,4041,2,cellular,14,no,yes,713,secondary,no,admin.,no,married,jun,-1,unknown,0
71,275,1,cellular,14,no,yes,293,primary,no,retired,no,divorced,jun,425,success,1
26,12,1,cellular,14,no,yes,563,tertiary,no,services,no,single,jun,181,failure,10
62,1742,2,cellular,14,no,yes,167,primary,no,retired,no,married,jun,98,other,6
32,46,2,cellular,14,no,yes,485,tertiary,yes,self-employed,no,single,jun,-1,unknown,0
68,2027,2,cellular,15,no,yes,619,primary,no,retired,no,divorced,jun,92,success,2
37,3221,2,cellular,15,no,yes,379,tertiary,no,admin.,no,married,jun,376,other,13
27,1720,1,cellular,15,no,yes,910,tertiary,no,management,no,single,jun,224,success,3
45,2033,5,cellular,15,no,yes,243,tertiary,no,technician,no,single,jun,285,success,2
64,3189,1,telephone,15,no,yes,208,secondary,no,retired,no,married,jun,-1,unknown,0
38,2946,3,cellular,16,no,yes,605,tertiary,no,student,no,divorced,jun,-1,unknown,0
66,1230,6,cellular,16,no,yes,288,primary,no,housemaid,no,married,jun,181,success,3
30,572,3,cellular,17,no,yes,339,tertiary,no,management,no,single,jun,183,success,2
39,1435,1,cellular,17,no,yes,383,secondary,no,technician,no,single,jun,296,other,19
24,403,1,unknown,17,no,yes,247,secondary,no,technician,no,single,jun,-1,unknown,0
49,1071,1,cellular,17,no,yes,169,tertiary,no,technician,no,married,jun,-1,unknown,0
34,3301,2,cellular,17,no,yes,485,tertiary,yes,management,no,married,jun,227,failure,4
46,1723,2,cellular,17,no,yes,176,secondary,no,blue-collar,no,married,jun,52,failure,7
32,705,1,cellular,17,no,yes,544,tertiary,no,technician,no,single,jun,-1,unknown,0
52,955,2,cellular,17,no,yes,301,secondary,no,blue-collar,yes,married,jun,134,success,4
25,303,1,cellular,18,no,yes,252,secondary,no,blue-collar,no,single,jun,92,success,1
57,3287,1,cellular,22,no,yes,867,tertiary,no,management,no,divorced,jun,84,success,3
64,109,1,cellular,23,no,yes,706,primary,no,retired,no,divorced,jun,225,success,2
33,224,2,cellular,23,no,yes,342,tertiary,no,management,no,single,jun,107,success,2
36,538,1,cellular,23,no,yes,339,tertiary,no,management,no,single,jun,183,success,5
59,5397,3,cellular,23,no,yes,671,tertiary,no,management,no,married,jun,-1,unknown,0
25,1957,4,cellular,24,no,yes,1207,secondary,no,student,no,single,jun,385,failure,1
43,774,1,cellular,24,no,yes,482,secondary,no,services,no,married,jun,91,success,2
37,1188,1,cellular,24,no,yes,310,tertiary,no,self-employed,no,single,jun,-1,unknown,0
49,1167,6,cellular,25,no,yes,213,tertiary,yes,management,yes,married,jun,150,failure,8
42,2611,1,cellular,25,no,yes,300,tertiary,yes,technician,no,divorced,jun,389,failure,3
27,3145,1,cellular,25,no,yes,374,secondary,no,blue-collar,no,single,jun,179,success,2
29,825,2,cellular,25,no,yes,472,secondary,no,technician,no,single,jun,-1,unknown,0
37,122,2,cellular,25,no,yes,266,tertiary,no,technician,no,married,jun,318,other,3
47,334,3,cellular,28,no,yes,614,tertiary,yes,management,no,single,jun,94,success,9
38,623,4,cellular,28,no,yes,297,tertiary,no,management,no,single,jun,144,other,4
48,86,3,cellular,28,no,yes,281,tertiary,no,management,no,single,jun,186,other,6
55,976,1,cellular,28,no,yes,345,primary,no,housemaid,no,divorced,jun,94,other,3
39,393,1,cellular,28,no,yes,325,tertiary,no,technician,no,single,jun,94,success,1
49,293,1,cellular,28,no,yes,452,secondary,no,admin.,no,single,jun,-1,unknown,0
68,476,1,telephone,28,no,yes,363,primary,no,retired,no,divorced,jun,-1,unknown,0
45,2724,2,cellular,28,no,yes,359,unknown,no,management,no,married,jun,182,success,1
67,2391,6,cellular,28,no,yes,737,primary,no,retired,no,married,jun,186,other,10
60,11,1,cellular,29,no,yes,265,secondary,no,retired,no,married,jun,586,failure,2
31,54,1,cellular,29,no,yes,401,secondary,yes,blue-collar,no,single,jun,-1,unknown,0
58,3109,1,cellular,29,no,yes,295,primary,no,blue-collar,no,married,jun,287,success,4
41,3126,1,cellular,29,no,yes,222,secondary,yes,admin.,no,married,jun,91,failure,7
23,488,1,cellular,29,no,yes,205,secondary,no,services,no,single,jun,91,success,3
35,978,2,cellular,29,no,yes,660,secondary,no,unemployed,no,married,jun,182,success,6
33,718,1,cellular,29,no,yes,271,tertiary,yes,management,no,single,jun,84,success,3
32,3255,2,cellular,29,no,yes,167,tertiary,no,technician,no,divorced,jun,-1,unknown,0
48,1544,1,telephone,30,no,yes,263,secondary,yes,admin.,no,single,jun,450,failure,2
43,0,2,cellular,30,no,yes,275,tertiary,no,management,no,single,jun,296,failure,1
32,4071,2,cellular,30,no,yes,319,tertiary,no,technician,no,single,jun,-1,unknown,0
74,29080,5,cellular,30,no,yes,301,primary,no,retired,no,divorced,jun,93,other,4
32,12569,2,cellular,1,no,yes,561,tertiary,no,management,no,single,jul,295,success,2
63,2896,1,cellular,1,no,yes,304,secondary,no,retired,no,married,jul,119,success,2
28,196,3,cellular,2,no,yes,423,secondary,no,student,no,single,jul,-1,unknown,0
31,1027,3,cellular,2,no,yes,217,secondary,no,services,no,single,jul,-1,unknown,0
26,463,2,cellular,2,no,yes,248,secondary,no,blue-collar,yes,single,jul,-1,unknown,0
31,3511,1,cellular,2,no,yes,667,secondary,no,student,no,single,jul,-1,unknown,0
39,224,2,cellular,2,no,yes,194,tertiary,no,management,no,divorced,jul,88,success,1
28,198,2,cellular,5,no,yes,128,secondary,no,services,no,single,jul,-1,unknown,0
30,0,1,cellular,5,no,yes,140,tertiary,yes,technician,no,single,jul,424,success,8
24,674,1,cellular,6,no,yes,267,tertiary,yes,admin.,no,single,jul,-1,unknown,0
32,623,3,cellular,6,no,yes,335,tertiary,no,management,no,single,jul,194,failure,2
46,558,1,cellular,6,no,yes,319,tertiary,no,management,no,divorced,jul,-1,unknown,0
60,259,1,cellular,6,no,yes,396,secondary,no,technician,no,married,jul,386,success,2
37,432,3,cellular,6,no,yes,386,secondary,yes,technician,no,married,jul,776,failure,55
48,159,1,telephone,7,no,yes,229,tertiary,no,management,no,single,jul,251,success,6
52,657,2,telephone,7,no,yes,398,secondary,no,services,no,married,jul,460,failure,2
29,1808,2,cellular,7,no,yes,273,tertiary,no,management,no,single,jul,433,success,1
71,392,2,telephone,7,no,yes,276,unknown,no,retired,no,divorced,jul,-1,unknown,0
47,6651,1,cellular,8,no,yes,229,tertiary,no,management,no,single,jul,412,failure,2
70,2795,1,cellular,8,no,yes,480,primary,no,retired,no,married,jul,181,success,2
28,1414,1,cellular,8,yes,yes,294,tertiary,yes,management,no,single,jul,521,failure,1
31,2666,2,telephone,8,no,yes,411,tertiary,no,self-employed,no,married,jul,148,other,9
80,668,1,telephone,8,no,yes,250,secondary,no,retired,no,married,jul,371,success,1
29,502,1,cellular,8,no,yes,968,tertiary,no,management,no,single,jul,87,failure,5
23,1809,2,cellular,8,no,yes,414,secondary,no,student,no,single,jul,-1,unknown,0
34,267,2,cellular,8,no,yes,449,secondary,no,services,no,single,jul,-1,unknown,0
69,2473,3,cellular,8,no,yes,967,secondary,no,retired,no,married,jul,-1,unknown,0
19,372,3,telephone,8,no,yes,444,secondary,no,student,no,single,jul,-1,unknown,0
35,484,1,cellular,8,no,yes,344,unknown,no,blue-collar,no,single,jul,87,failure,3
38,1767,4,cellular,9,no,yes,483,secondary,yes,admin.,no,married,jul,239,success,7
32,491,7,cellular,9,no,yes,474,unknown,no,technician,no,single,jul,-1,unknown,0
50,558,1,cellular,9,no,yes,464,unknown,no,unknown,no,married,jul,683,failure,6
27,337,1,unknown,9,no,yes,23,secondary,no,technician,no,single,jul,-1,unknown,0
53,654,1,unknown,10,no,yes,67,secondary,no,admin.,no,single,jul,-1,unknown,0
35,2427,3,cellular,12,no,yes,210,tertiary,no,self-employed,no,married,jul,158,other,7
43,386,3,cellular,12,no,yes,220,secondary,no,admin.,no,single,jul,529,failure,1
30,251,1,cellular,12,no,yes,537,tertiary,no,self-employed,no,single,jul,-1,unknown,0
57,1044,1,telephone,12,no,yes,567,secondary,no,retired,no,married,jul,182,success,3
31,2907,1,cellular,12,no,yes,248,tertiary,yes,management,no,single,jul,194,failure,3
65,828,1,cellular,13,no,yes,305,secondary,no,retired,no,divorced,jul,-1,unknown,0
25,1857,2,cellular,13,no,yes,195,secondary,yes,blue-collar,no,single,jul,91,success,10
33,1962,1,cellular,13,no,yes,363,tertiary,no,management,no,single,jul,181,failure,1
79,2787,1,telephone,13,no,yes,617,primary,no,retired,no,divorced,jul,377,success,1
24,1123,1,cellular,13,no,yes,475,secondary,no,student,no,single,jul,412,other,1
27,643,1,cellular,13,no,yes,317,secondary,no,technician,no,single,jul,-1,unknown,0
36,62,1,cellular,13,no,yes,311,unknown,no,management,no,single,jul,91,success,2
26,2007,3,cellular,13,no,yes,272,secondary,no,blue-collar,no,single,jul,182,success,2
51,3463,2,cellular,13,no,yes,371,tertiary,no,management,yes,married,jul,166,other,3
70,482,1,telephone,14,no,yes,413,primary,no,retired,no,divorced,jul,181,success,3
23,1298,1,cellular,14,no,yes,603,secondary,no,student,no,single,jul,-1,unknown,0
41,5329,2,cellular,14,no,yes,397,secondary,no,technician,no,single,jul,-1,unknown,0
53,6181,2,cellular,14,no,yes,817,primary,no,technician,no,married,jul,209,other,3
86,1255,1,telephone,14,no,yes,247,primary,no,retired,no,married,jul,180,success,3
27,132,1,cellular,14,no,yes,276,unknown,no,student,no,single,jul,-1,unknown,0
34,2733,1,cellular,14,no,yes,604,tertiary,no,technician,no,single,jul,-1,unknown,0
68,4189,2,telephone,14,no,yes,897,secondary,no,retired,no,divorced,jul,-1,unknown,0
35,724,2,cellular,14,no,yes,287,secondary,yes,management,no,married,jul,415,failure,1
28,205,3,cellular,14,no,yes,87,secondary,no,student,no,single,jul,184,other,2
66,154,5,cellular,15,no,yes,268,secondary,no,retired,no,married,jul,181,failure,2
30,232,1,cellular,15,no,yes,219,tertiary,no,management,no,single,jul,91,success,1
60,979,1,cellular,15,no,yes,346,tertiary,yes,retired,no,divorced,jul,181,success,4
46,5021,1,cellular,15,no,yes,957,secondary,no,admin.,no,married,jul,182,success,1
68,2469,2,telephone,15,no,yes,552,secondary,yes,retired,no,married,jul,-1,unknown,0
63,180,2,cellular,15,no,yes,390,secondary,no,blue-collar,no,married,jul,182,success,5
29,658,2,cellular,15,no,yes,198,secondary,no,student,no,single,jul,244,other,4
35,2918,2,cellular,16,no,yes,815,secondary,no,services,yes,married,jul,407,success,3
64,588,1,cellular,16,no,yes,574,secondary,no,retired,no,married,jul,179,success,3
22,423,1,cellular,16,no,yes,316,primary,no,student,no,single,jul,179,success,10
19,302,1,cellular,16,no,yes,205,secondary,no,student,no,single,jul,-1,unknown,0
31,414,1,cellular,16,no,yes,241,tertiary,no,management,yes,divorced,jul,-1,unknown,0
48,817,3,cellular,16,no,yes,806,secondary,no,unemployed,no,married,jul,183,success,5
33,183,2,cellular,16,no,yes,457,secondary,no,technician,no,married,jul,182,other,3
34,806,3,cellular,19,no,yes,253,secondary,no,technician,no,married,jul,458,success,1
46,9299,1,cellular,19,no,yes,1148,secondary,no,technician,no,married,jul,276,other,2
60,478,2,cellular,19,no,yes,173,unknown,no,admin.,no,married,jul,311,failure,8
36,1057,2,cellular,19,no,yes,230,tertiary,no,management,no,divorced,jul,164,failure,2
32,762,11,cellular,19,no,yes,187,tertiary,no,entrepreneur,no,married,jul,-1,unknown,0
45,31472,7,cellular,19,no,yes,568,tertiary,no,management,no,married,jul,-1,unknown,0
44,1090,4,cellular,19,no,yes,204,tertiary,no,management,no,single,jul,532,other,2
57,3738,2,cellular,20,no,yes,178,secondary,yes,retired,no,married,jul,92,failure,8
29,1277,2,cellular,20,no,yes,165,secondary,no,admin.,no,single,jul,481,success,1
31,756,2,cellular,20,no,yes,355,tertiary,no,unemployed,no,divorced,jul,-1,unknown,0
54,1636,2,telephone,20,no,yes,1008,secondary,no,blue-collar,no,married,jul,-1,unknown,0
49,300,1,cellular,21,no,yes,316,tertiary,no,management,no,divorced,jul,-1,unknown,0
35,321,1,cellular,21,no,yes,143,secondary,no,admin.,no,single,jul,412,other,3
24,1295,2,cellular,22,no,yes,355,secondary,no,admin.,no,single,jul,92,success,1
43,839,1,cellular,22,no,yes,942,tertiary,no,management,no,married,jul,-1,unknown,0
34,1974,1,cellular,22,no,yes,355,tertiary,no,unemployed,no,single,jul,342,success,3
27,2855,2,cellular,22,no,yes,138,tertiary,no,admin.,no,married,jul,178,success,4
54,5475,4,cellular,22,no,yes,321,tertiary,no,management,no,divorced,jul,-1,unknown,0
38,536,1,cellular,22,no,yes,248,tertiary,yes,management,no,married,jul,-1,unknown,0
34,1279,2,cellular,22,no,yes,174,secondary,yes,technician,no,single,jul,160,other,8
93,775,2,cellular,22,no,yes,860,unknown,no,retired,no,married,jul,177,success,7
36,203,3,cellular,23,no,yes,608,tertiary,no,management,no,married,jul,179,success,2
33,146,3,cellular,23,no,yes,351,tertiary,no,admin.,no,single,jul,-1,unknown,0
35,4124,2,cellular,23,no,yes,350,tertiary,yes,management,no,married,jul,445,other,7
41,14968,4,cellular,23,no,yes,1360,secondary,no,admin.,no,married,jul,-1,unknown,0
36,1451,4,cellular,23,no,yes,192,secondary,yes,technician,no,divorced,jul,93,other,17
30,3026,1,cellular,23,no,yes,251,tertiary,no,student,no,single,jul,535,failure,1
41,431,1,cellular,23,no,yes,196,tertiary,no,technician,no,single,jul,88,failure,5
29,985,2,cellular,23,no,yes,396,tertiary,yes,management,no,single,jul,-1,unknown,0
82,243,1,cellular,26,no,yes,275,primary,no,retired,no,married,jul,180,success,2
37,1707,2,cellular,26,no,yes,546,secondary,yes,technician,no,married,jul,784,failure,3
46,5511,2,cellular,26,no,yes,414,unknown,no,admin.,no,married,jul,389,success,1
44,8,4,cellular,26,no,yes,423,secondary,no,self-employed,no,divorced,jul,-1,unknown,0
61,10861,2,cellular,26,no,yes,336,tertiary,no,self-employed,no,married,jul,259,success,3
33,373,1,cellular,27,no,yes,267,tertiary,no,management,yes,single,jul,180,failure,4
23,1807,1,cellular,27,no,yes,606,tertiary,no,management,no,single,jul,-1,unknown,0
45,2776,2,cellular,27,no,yes,287,secondary,yes,technician,no,married,jul,181,success,1
61,1058,2,cellular,27,no,yes,218,secondary,no,retired,no,married,jul,91,success,3
40,0,2,cellular,28,no,yes,496,secondary,no,admin.,no,married,jul,182,success,11
82,1381,5,cellular,28,no,yes,844,primary,no,housemaid,no,divorced,jul,181,failure,4
27,204,2,cellular,28,no,yes,471,secondary,no,technician,no,single,jul,-1,unknown,0
